2017-07-26 23:50:39 INFO  TC001_VerifyLoginWithInvalidCredential:39 - ==========Starting the test verifyLoginInvalidCredential 
2017-07-27 16:12:18 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (06eff448-7211-4089-9f7d-2b366968a524)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-07-27 16:12:19 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (06eff448-7211-4089-9f7d-2b366968a524)] -> xpath: //*[@id='email']]
2017-07-27 16:12:19 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (06eff448-7211-4089-9f7d-2b366968a524)] -> xpath: //*[@id='passwd']]
2017-07-27 16:12:20 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (06eff448-7211-4089-9f7d-2b366968a524)] -> xpath: //*[@id='SubmitLogin']]
2017-07-27 16:12:20 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (06eff448-7211-4089-9f7d-2b366968a524)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-07-27 16:12:20 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-07-27 16:13:30 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-07-27 16:13:32 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (4b2ad09a-bda7-47d2-8e6a-39275091684d)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-07-27 16:13:32 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (4b2ad09a-bda7-47d2-8e6a-39275091684d)] -> xpath: //*[@id='email']]
2017-07-27 16:13:32 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (4b2ad09a-bda7-47d2-8e6a-39275091684d)] -> xpath: //*[@id='passwd']]
2017-07-27 16:13:33 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (4b2ad09a-bda7-47d2-8e6a-39275091684d)] -> xpath: //*[@id='SubmitLogin']]
2017-07-27 16:13:33 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (4b2ad09a-bda7-47d2-8e6a-39275091684d)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-07-27 16:13:33 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-07-27 16:23:41 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-07-27 16:23:43 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (92fceabd-8298-4a06-b13c-7deb9a30646d)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-07-27 16:23:43 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (92fceabd-8298-4a06-b13c-7deb9a30646d)] -> xpath: //*[@id='email']]
2017-07-27 16:23:44 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (92fceabd-8298-4a06-b13c-7deb9a30646d)] -> xpath: //*[@id='passwd']]
2017-07-27 16:23:45 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (92fceabd-8298-4a06-b13c-7deb9a30646d)] -> xpath: //*[@id='SubmitLogin']]
2017-07-27 16:23:45 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (92fceabd-8298-4a06-b13c-7deb9a30646d)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-07-27 16:23:45 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-01 13:21:00 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-01 13:21:03 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (619bed12-b583-4594-8b6e-b6b8e995a57c)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-01 13:21:03 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (619bed12-b583-4594-8b6e-b6b8e995a57c)] -> xpath: //*[@id='email']]
2017-08-01 13:21:04 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (619bed12-b583-4594-8b6e-b6b8e995a57c)] -> xpath: //*[@id='passwd']]
2017-08-01 13:21:05 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (619bed12-b583-4594-8b6e-b6b8e995a57c)] -> xpath: //*[@id='SubmitLogin']]
2017-08-01 13:21:05 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (619bed12-b583-4594-8b6e-b6b8e995a57c)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-01 13:21:05 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-02 12:29:50 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-02 12:29:52 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (85de07af-4f03-4be1-a07e-9255cfcf030f)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-02 12:29:52 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (85de07af-4f03-4be1-a07e-9255cfcf030f)] -> xpath: //*[@id='email']]
2017-08-02 12:29:53 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (85de07af-4f03-4be1-a07e-9255cfcf030f)] -> xpath: //*[@id='passwd']]
2017-08-02 12:29:54 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (85de07af-4f03-4be1-a07e-9255cfcf030f)] -> xpath: //*[@id='SubmitLogin']]
2017-08-02 12:29:54 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (85de07af-4f03-4be1-a07e-9255cfcf030f)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-02 12:29:54 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-02 22:39:44 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-02 22:39:45 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (e839e3ed-ae71-45fd-9476-6fef818dc13d)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-02 22:39:46 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (e839e3ed-ae71-45fd-9476-6fef818dc13d)] -> xpath: //*[@id='email']]
2017-08-02 22:39:47 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (e839e3ed-ae71-45fd-9476-6fef818dc13d)] -> xpath: //*[@id='passwd']]
2017-08-02 22:39:48 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (e839e3ed-ae71-45fd-9476-6fef818dc13d)] -> xpath: //*[@id='SubmitLogin']]
2017-08-02 22:39:48 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (e839e3ed-ae71-45fd-9476-6fef818dc13d)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-02 22:39:48 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-02 22:40:46 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-02 22:40:48 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (d3fc3a13-a43e-43a0-862d-0e46833f730d)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-02 22:40:48 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (d3fc3a13-a43e-43a0-862d-0e46833f730d)] -> xpath: //*[@id='email']]
2017-08-02 22:40:49 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (d3fc3a13-a43e-43a0-862d-0e46833f730d)] -> xpath: //*[@id='passwd']]
2017-08-02 22:40:50 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (d3fc3a13-a43e-43a0-862d-0e46833f730d)] -> xpath: //*[@id='SubmitLogin']]
2017-08-02 22:40:50 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (d3fc3a13-a43e-43a0-862d-0e46833f730d)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-02 22:40:50 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-08 13:12:51 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-08 13:12:52 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (a6e34271-a6da-4ab1-81d8-7dc0408d36d8)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-08 13:12:53 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (a6e34271-a6da-4ab1-81d8-7dc0408d36d8)] -> xpath: //*[@id='email']]
2017-08-08 13:12:53 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (a6e34271-a6da-4ab1-81d8-7dc0408d36d8)] -> xpath: //*[@id='passwd']]
2017-08-08 13:12:54 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (a6e34271-a6da-4ab1-81d8-7dc0408d36d8)] -> xpath: //*[@id='SubmitLogin']]
2017-08-08 13:12:54 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (a6e34271-a6da-4ab1-81d8-7dc0408d36d8)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-08 13:12:54 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-09 12:29:11 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-09 12:29:17 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (44fcc38f-717b-45bd-81cc-e89d8bae50d4)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-09 12:29:17 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (44fcc38f-717b-45bd-81cc-e89d8bae50d4)] -> xpath: //*[@id='email']]
2017-08-09 12:29:18 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (44fcc38f-717b-45bd-81cc-e89d8bae50d4)] -> xpath: //*[@id='passwd']]
2017-08-09 12:29:19 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (44fcc38f-717b-45bd-81cc-e89d8bae50d4)] -> xpath: //*[@id='SubmitLogin']]
2017-08-09 12:29:19 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (44fcc38f-717b-45bd-81cc-e89d8bae50d4)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-09 12:29:20 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-21 10:33:37 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-21 10:33:37 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-21 10:33:37 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-21 10:33:37 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-21 10:33:38 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-22 13:39:23 INFO  TC002_VerifyLoginWithDifferentRecords:34 - ==============starting verifyLogin with different record test==========
2017-08-22 14:23:34 INFO  TC002_VerifyLoginWithDifferentRecords:34 - ==============starting verifyLogin with different record test==========
2017-08-22 14:23:38 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (d07d4982-455e-41eb-84fa-698ef285bc44)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-22 14:23:40 INFO  homePage:45 - entered email address :-autoamtion@gmail.comand the object is [[FirefoxDriver: firefox on ANY (d07d4982-455e-41eb-84fa-698ef285bc44)] -> xpath: //*[@id='email']]
2017-08-22 14:23:40 INFO  homePage:47 - entered password :-abcs123 and the object is [[FirefoxDriver: firefox on ANY (d07d4982-455e-41eb-84fa-698ef285bc44)] -> xpath: //*[@id='passwd']]
2017-08-22 14:23:42 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (d07d4982-455e-41eb-84fa-698ef285bc44)] -> xpath: //*[@id='SubmitLogin']]
2017-08-22 14:23:42 INFO  TC002_VerifyLoginWithDifferentRecords:39 - ===============finished verify login with different records========
2017-08-22 14:25:57 INFO  TC002_VerifyLoginWithDifferentRecords:34 - ==============starting verifyLogin with different record test==========
2017-08-22 14:27:35 INFO  TC002_VerifyLoginWithDifferentRecords:34 - ==============starting verifyLogin with different record test==========
2017-08-22 14:29:37 INFO  TC002_VerifyLoginWithDifferentRecords:32 - ==============starting verifyLogin with different record test==========
2017-08-22 14:29:39 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (58850ba7-0670-41f6-8781-fd845e978047)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-22 14:29:40 INFO  homePage:45 - entered email address :-autoamtion@gmail.comand the object is [[FirefoxDriver: firefox on ANY (58850ba7-0670-41f6-8781-fd845e978047)] -> xpath: //*[@id='email']]
2017-08-22 14:29:42 INFO  homePage:47 - entered password :-abcs123 and the object is [[FirefoxDriver: firefox on ANY (58850ba7-0670-41f6-8781-fd845e978047)] -> xpath: //*[@id='passwd']]
2017-08-22 14:29:44 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (58850ba7-0670-41f6-8781-fd845e978047)] -> xpath: //*[@id='SubmitLogin']]
2017-08-22 14:29:44 INFO  TC002_VerifyLoginWithDifferentRecords:37 - ===============finished verify login with different records========
2017-08-22 22:20:11 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-22 22:20:12 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (98ba1f05-968a-43cc-a21b-71c3927e96fc)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-22 22:20:13 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (98ba1f05-968a-43cc-a21b-71c3927e96fc)] -> xpath: //*[@id='email']]
2017-08-22 22:20:13 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (98ba1f05-968a-43cc-a21b-71c3927e96fc)] -> xpath: //*[@id='passwd']]
2017-08-22 22:20:14 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (98ba1f05-968a-43cc-a21b-71c3927e96fc)] -> xpath: //*[@id='SubmitLogin']]
2017-08-22 22:20:14 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (98ba1f05-968a-43cc-a21b-71c3927e96fc)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-22 22:20:14 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-22 22:53:17 INFO  TC001_VerifyLoginWithInvalidCredential:32 - ==========Starting the test verifyLoginInvalidCredential 
2017-08-22 22:53:20 INFO  homePage:43 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (18fcc39a-070f-49c0-bb57-90a9c198e03b)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-22 22:53:20 INFO  homePage:45 - entered email address :-test@gmail.comand the object is [[FirefoxDriver: firefox on ANY (18fcc39a-070f-49c0-bb57-90a9c198e03b)] -> xpath: //*[@id='email']]
2017-08-22 22:53:21 INFO  homePage:47 - entered password :-Pass123 and the object is [[FirefoxDriver: firefox on ANY (18fcc39a-070f-49c0-bb57-90a9c198e03b)] -> xpath: //*[@id='passwd']]
2017-08-22 22:53:22 INFO  homePage:49 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (18fcc39a-070f-49c0-bb57-90a9c198e03b)] -> xpath: //*[@id='SubmitLogin']]
2017-08-22 22:53:22 INFO  homePage:57 - error message is :-[[FirefoxDriver: firefox on ANY (18fcc39a-070f-49c0-bb57-90a9c198e03b)] -> xpath: //*[@id='center_column']/div[1]/ol/li]
2017-08-22 22:53:22 INFO  TC001_VerifyLoginWithInvalidCredential:41 - ==========Ending the test verifyLoginInvalidCredential 
2017-08-23 12:10:59 INFO  TC002_VerifyLoginWithDifferentRecords:48 - ==============starting verifyLogin with different record test==========
2017-08-23 12:11:02 INFO  homePage:46 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (025d329b-2821-459b-b970-d3cd5a102c90)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-23 12:11:02 INFO  homePage:48 - entered email address :-nulland the object is [[FirefoxDriver: firefox on ANY (025d329b-2821-459b-b970-d3cd5a102c90)] -> xpath: //*[@id='email']]
2017-08-23 12:11:02 INFO  homePage:50 - entered password :-abcs123 and the object is [[FirefoxDriver: firefox on ANY (025d329b-2821-459b-b970-d3cd5a102c90)] -> xpath: //*[@id='passwd']]
2017-08-23 12:11:05 INFO  homePage:52 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (025d329b-2821-459b-b970-d3cd5a102c90)] -> xpath: //*[@id='SubmitLogin']]
2017-08-23 12:15:03 INFO  TC002_VerifyLoginWithDifferentRecords:48 - ==============starting verifyLogin with different record test==========
2017-08-23 12:15:05 INFO  homePage:46 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (74cac287-183d-4c9b-b008-336a20b94961)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-23 12:15:05 INFO  homePage:48 - entered email address :-nulland the object is [[FirefoxDriver: firefox on ANY (74cac287-183d-4c9b-b008-336a20b94961)] -> xpath: //*[@id='email']]
2017-08-23 12:15:05 INFO  homePage:50 - entered password :-abcs123 and the object is [[FirefoxDriver: firefox on ANY (74cac287-183d-4c9b-b008-336a20b94961)] -> xpath: //*[@id='passwd']]
2017-08-23 12:15:07 INFO  homePage:52 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (74cac287-183d-4c9b-b008-336a20b94961)] -> xpath: //*[@id='SubmitLogin']]
2017-08-23 12:19:18 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-23 12:19:20 INFO  homePage:46 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (2c1479c5-4fa1-413d-a06b-f8870155706d)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-23 12:19:20 INFO  homePage:48 - entered email address :-nulland the object is [[FirefoxDriver: firefox on ANY (2c1479c5-4fa1-413d-a06b-f8870155706d)] -> xpath: //*[@id='email']]
2017-08-23 12:19:20 INFO  homePage:50 - entered password :-abcs123 and the object is [[FirefoxDriver: firefox on ANY (2c1479c5-4fa1-413d-a06b-f8870155706d)] -> xpath: //*[@id='passwd']]
2017-08-23 12:19:22 INFO  homePage:52 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (2c1479c5-4fa1-413d-a06b-f8870155706d)] -> xpath: //*[@id='SubmitLogin']]
2017-08-23 12:24:54 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-23 12:24:56 INFO  homePage:46 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (c8e89011-da81-4835-92b0-2db08ee3d0f1)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
2017-08-23 12:24:56 INFO  homePage:48 - entered email address :-automation@gmail.comand the object is [[FirefoxDriver: firefox on ANY (c8e89011-da81-4835-92b0-2db08ee3d0f1)] -> xpath: //*[@id='email']]
2017-08-23 12:24:57 INFO  homePage:50 - entered password :-abcs123 and the object is [[FirefoxDriver: firefox on ANY (c8e89011-da81-4835-92b0-2db08ee3d0f1)] -> xpath: //*[@id='passwd']]
2017-08-23 12:24:58 INFO  homePage:52 - clicked on submit button and the object is [[FirefoxDriver: firefox on ANY (c8e89011-da81-4835-92b0-2db08ee3d0f1)] -> xpath: //*[@id='SubmitLogin']]
2017-08-23 12:27:24 INFO  TC002_VerifyLoginWithDifferentRecords:50 - ==============starting verifyLogin with different record test==========
2017-08-23 12:27:25 INFO  homePage:46 - clicked on sign in and the object is [[FirefoxDriver: firefox on ANY (a2cdc29d-8a7d-4d95-940c-3fe16cd6e11d)] -> xpath: //*[@id='header']/div[2]/div/div/nav/div[1]/a]
